VulnerabilityID,PkgName,InstalledVersion,FixedVersion,Title,Description,Severity,References
CVE-2015-5180,libc6,2.23-0ubuntu11,,glibc: DNS resolver NULL pointer dereference with crafted record type,res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash).,MEDIUM,"['http://www.ubuntu.com/usn/USN-3239-1', 'https://sourceware.org/bugzilla/attachment.cgi?id=8492', 'https://sourceware.org/git/gitweb.cgi?p=glibc.git;h=fc82b0a2dfe7dbd35671c10510a8da1043d746a5', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-5180', 'http://www.securityfocus.com/bid/99324', 'http://www.ubuntu.com/usn/USN-3239-2', 'https://access.redhat.com/errata/RHSA-2018:0805', 'https://bugzilla.redhat.com/show_bug.cgi?id=1249603', 'https://security.gentoo.org/glsa/201706-19', 'https://sourceware.org/bugzilla/show_bug.cgi?id=18784', 'https://sourceware.org/ml/libc-alpha/2017-02/msg00079.html']"
CVE-2019-7309,libc6,2.23-0ubuntu11,,glibc: memcmp function incorrectly returns zero,"In the GNU C Library (aka glibc or libc6) through 2.29, the memcmp function for the x32 architecture can incorrectly return zero (indicating that the inputs are equal) because the RDX most significant bit is mishandled.",LOW,"['http://www.securityfocus.com/bid/106835', 'https://sourceware.org/bugzilla/show_bug.cgi?id=24155', 'https://sourceware.org/ml/libc-alpha/2019-02/msg00041.html', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-7309']"
CVE-2016-4484,libcryptsetup4,2:1.6.6-5ubuntu2.1,,dracut: Brute force attack on LUKS password decryption via initramfs,The Debian initrd script for the cryptsetup package 2:1.7.3-2 and earlier allows physically proximate attackers to gain shell access via many log in attempts with an invalid password.,HIGH,"['\nhttps://access.redhat.com/articles/2786581\nhttp://hmarco.org/bugs/CVE-2016-4484/CVE-2016-4484_cryptsetup_initrd_shell.html\n    ', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-4484', 'http://www.openwall.com/lists/oss-security/2016/11/16/6', 'http://www.openwall.com/lists/oss-security/2016/11/14/13', 'http://www.openwall.com/lists/oss-security/2016/11/15/1', 'http://www.openwall.com/lists/oss-security/2016/11/15/4', 'http://www.securityfocus.com/bid/94315', 'https://gitlab.com/cryptsetup/cryptsetup/commit/ef8a7d82d8d3716ae9b58179590f7908981fa0cb', 'http://hmarco.org/bugs/CVE-2016-4484/CVE-2016-4484_cryptsetup_initrd_shell.html']"
CVE-2019-8457,libdb5.3,5.3.28-11ubuntu0.1,5.3.28-11ubuntu0.2,sqlite3: heap out-of-bound read in function rtreenode(),SQLite3 from 3.6.0 to and including 3.27.2 is vulnerable to heap out-of-bound read in the rtreenode() function when handling invalid rtree tables.,HIGH,"['https://security.netapp.com/advisory/ntap-20190606-0002/', 'https://usn.ubuntu.com/4004-1/', 'https://usn.ubuntu.com/4004-2/', 'https://www.sqlite.org/releaselog/3_28_0.html', 'https://www.sqlite.org/src/info/90acdbfce9c08858', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2019-8457']"
CVE-2016-2779,libfdisk1,2.27.1-6ubuntu3.6,,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",HIGH,"['http://www.openwall.com/lists/oss-security/2016/02/27/1', 'http://www.openwall.com/lists/oss-security/2016/02/27/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815922', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2779']"
CVE-2016-5011,libfdisk1,2.27.1-6ubuntu3.6,,util-linux: Extended partition loop in MBR partition table leads to DOS,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.,MEDIUM,"['https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=7164a1c3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5011', 'http://rhn.redhat.com/errata/RHSA-2016-2605.html', 'http://www-01.ibm.com/support/docview.wss?uid=isg3T1024543', 'http://www-01.ibm.com/support/docview.wss?uid=nas8N1021801', 'http://www.openwall.com/lists/oss-security/2016/07/11/2', 'http://www.securityfocus.com/bid/91683', 'http://www.securitytracker.com/id/1036272']"
CVE-2016-2779,libmount1,2.27.1-6ubuntu3.6,,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",HIGH,"['http://www.openwall.com/lists/oss-security/2016/02/27/1', 'http://www.openwall.com/lists/oss-security/2016/02/27/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815922', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2779']"
CVE-2016-5011,libmount1,2.27.1-6ubuntu3.6,,util-linux: Extended partition loop in MBR partition table leads to DOS,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.,MEDIUM,"['http://www-01.ibm.com/support/docview.wss?uid=isg3T1024543', 'http://www-01.ibm.com/support/docview.wss?uid=nas8N1021801', 'http://www.openwall.com/lists/oss-security/2016/07/11/2', 'http://www.securityfocus.com/bid/91683', 'http://www.securitytracker.com/id/1036272', 'https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=7164a1c3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5011', 'http://rhn.redhat.com/errata/RHSA-2016-2605.html']"
CVE-2017-10684,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in fmt_entry function in dump_entry.c,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464687', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10684']"
CVE-2017-10685,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow caused by format string vulnerability in fmt_entry function,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464692', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10685']"
CVE-2017-11113,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Null pointer dereference vulnerability in _nc_parse_entry function,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11113', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464691']"
CVE-2017-13733,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function fmt_entry,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484290', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13733']"
CVE-2017-16879,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in the _nc_write_entry function,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic.",MEDIUM,"['http://invisible-island.net/ncurses/NEWS.html#t20171125', 'http://packetstormsecurity.com/files/145045/GNU-ncurses-6.0-tic-Denial-Of-Service.html', 'https://security.gentoo.org/glsa/201804-13', 'https://tools.cisco.com/security/center/viewAlert.x?alertId=57695', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-16879']"
CVE-2017-13729,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the _nc_save_str function,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484276', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13729']"
CVE-2017-13732,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function dump_uses(),There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484287', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13732']"
CVE-2017-13730,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_read_entry_source(),There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484284', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13730']"
CVE-2017-11112,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in append_acs function,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464686', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11112']"
CVE-2017-13734,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_safe_strcat,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484291', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13734']"
CVE-2017-13731,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function postprocess_termcap(),There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484285', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13731']"
CVE-2017-13728,libncurses5,6.0+20160213-1ubuntu1,,ncurses: Infinite loop in the next_char function,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484274', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13728']"
CVE-2017-10684,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in fmt_entry function in dump_entry.c,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10684', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464687']"
CVE-2017-10685,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow caused by format string vulnerability in fmt_entry function,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464692', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10685']"
CVE-2017-16879,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in the _nc_write_entry function,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic.",MEDIUM,"['http://invisible-island.net/ncurses/NEWS.html#t20171125', 'http://packetstormsecurity.com/files/145045/GNU-ncurses-6.0-tic-Denial-Of-Service.html', 'https://security.gentoo.org/glsa/201804-13', 'https://tools.cisco.com/security/center/viewAlert.x?alertId=57695', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-16879']"
CVE-2017-11112,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in append_acs function,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11112', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464686', 'https://security.gentoo.org/glsa/201804-13']"
CVE-2017-11113,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Null pointer dereference vulnerability in _nc_parse_entry function,"In ncurses 6.0, there is a NULL Pointer Dereference in the _nc_parse_entry function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11113', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464691']"
CVE-2017-13734,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_safe_strcat,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484291', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13734']"
CVE-2017-13729,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the _nc_save_str function,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484276', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13729']"
CVE-2017-13732,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function dump_uses(),There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484287', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13732']"
CVE-2017-13730,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_read_entry_source(),There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13730', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484284', 'https://security.gentoo.org/glsa/201804-13']"
CVE-2017-13733,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function fmt_entry,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484290', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13733']"
CVE-2017-13728,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Infinite loop in the next_char function,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484274', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13728']"
CVE-2017-13731,libncursesw5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function postprocess_termcap(),There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.,MEDIUM,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13731', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484285', 'https://security.gentoo.org/glsa/201804-13']"
CVE-2017-11164,libpcre3,2:8.38-3.1,,pcre: OP_KETRMAX feature in the match function in pcre_exec.c,"In PCRE 8.41, the OP_KETRMAX feature in the match function in pcre_exec.c allows stack exhaustion (uncontrolled recursion) when processing a crafted regular expression.",HIGH,"['http://openwall.com/lists/oss-security/2017/07/11/3', 'http://www.securityfocus.com/bid/99575']"
CVE-2017-7244,libpcre3,2:8.38-3.1,,pcre: invalid memory read in _pcre32_xclass (pcre_xclass.c),The _pcre32_xclass function in pcre_xclass.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (invalid memory read) via a crafted file.,MEDIUM,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-7244', 'http://www.securityfocus.com/bid/97067', 'https://access.redhat.com/errata/RHSA-2018:2486', 'https://blogs.gentoo.org/ago/2017/03/20/libpcre-invalid-memory-read-in-_pcre32_xclass-pcre_xclass-c/', 'https://security.gentoo.org/glsa/201710-25', '\nhttps://blogs.gentoo.org/ago/2017/03/20/libpcre-invalid-memory-read-in-_pcre32_xclass-pcre_xclass-c/\n    ']"
CVE-2017-7245,libpcre3,2:8.38-3.1,,pcre: stack-based buffer overflow write in pcre32_copy_substring,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 4) or possibly have unspecified other impact via a crafted file.,MEDIUM,"['https://access.redhat.com/errata/RHSA-2018:2486', 'https://blogs.gentoo.org/ago/2017/03/20/libpcre-two-stack-based-buffer-overflow-write-in-pcre32_copy_substring-pcre_get-c/', 'https://security.gentoo.org/glsa/201710-25', '\nhttps://blogs.gentoo.org/ago/2017/03/20/libpcre-two-stack-based-buffer-overflow-write-in-pcre32_copy_substring-pcre_get-c/\n    ', 'http://www.securityfocus.com/bid/97067']"
CVE-2017-7246,libpcre3,2:8.38-3.1,,pcre: stack-based buffer overflow write in pcre32_copy_substring,Stack-based buffer overflow in the pcre32_copy_substring function in pcre_get.c in libpcre1 in PCRE 8.40 allows remote attackers to cause a denial of service (WRITE of size 268) or possibly have unspecified other impact via a crafted file.,MEDIUM,"['http://www.securityfocus.com/bid/97067', 'https://access.redhat.com/errata/RHSA-2018:2486', 'https://blogs.gentoo.org/ago/2017/03/20/libpcre-two-stack-based-buffer-overflow-write-in-pcre32_copy_substring-pcre_get-c/', 'https://security.gentoo.org/glsa/201710-25', '\nhttps://blogs.gentoo.org/ago/2017/03/20/libpcre-two-stack-based-buffer-overflow-write-in-pcre32_copy_substring-pcre_get-c/\n    ']"
CVE-2017-7186,libpcre3,2:8.38-3.1,,"pcre: Invalid Unicode property lookup (8.41/7, 10.24/2)","libpcre1 in PCRE 8.40 and libpcre2 in PCRE2 10.23 allow remote attackers to cause a denial of service (segmentation violation for read access, and application crash) by triggering an invalid Unicode property lookup.",MEDIUM,"['http://www.securityfocus.com/bid/97030', 'https://access.redhat.com/errata/RHSA-2018:2486', 'https://bugs.exim.org/show_bug.cgi?id=2052', 'https://security.gentoo.org/glsa/201710-09', 'https://vcs.pcre.org/pcre/code/trunk/pcre_internal.h?r1=1649&r2=1688&sortby=date', 'https://vcs.pcre.org/pcre/code/trunk/pcre_ucd.c?r1=1490&r2=1688&sortby=date', 'https://blogs.gentoo.org/ago/2017/03/14/libpcre-invalid-memory-read-in-match-pcre_exec-c/', 'https://security.gentoo.org/glsa/201710-25', 'https://vcs.pcre.org/pcre2/code/trunk/src/pcre2_internal.h?r1=600&r2=670&sortby=date', 'https://vcs.pcre.org/pcre2/code/trunk/src/pcre2_ucd.c?r1=316&r2=670&sortby=date', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-7186']"
CVE-2017-6004,libpcre3,2:8.38-3.1,,pcre: Out-of-bounds read in compile_bracket_matchingpath function (8.41/3),"The compile_bracket_matchingpath function in pcre_jit_compile.c in PCRE through 8.x before revision 1680 (e.g., the PHP 7.1.1 bundled version) allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted regular expression.",MEDIUM,"['https://bugs.exim.org/show_bug.cgi?id=2035', 'https://security.gentoo.org/glsa/201706-11', 'https://vcs.pcre.org/pcre/code/trunk/pcre_jit_compile.c?r1=1676&r2=1680&view=patch', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-6004', 'http://www.securityfocus.com/bid/96295', 'http://www.securitytracker.com/id/1037850', 'https://access.redhat.com/errata/RHSA-2018:2486']"
CVE-2019-9893,libseccomp2,2.3.1-2.1ubuntu2~16.04.1,2.4.1-0ubuntu0.16.04.2,libseccomp: incorrect generation of syscall filters in libseccomp,"libseccomp before 2.4.0 did not correctly generate 64-bit syscall argument comparisons using the arithmetic operators (LT, GT, LE, GE), which might able to lead to bypassing seccomp filters and potential privilege escalations.",HIGH,"['https://seclists.org/oss-sec/2019/q1/179', 'https://security.gentoo.org/glsa/201904-18', 'https://usn.ubuntu.com/4001-1/', 'https://usn.ubuntu.com/4001-2/', 'https://github.com/seccomp/libseccomp/issues/139']"
CVE-2016-2779,libsmartcols1,2.27.1-6ubuntu3.6,,util-linux: runuser tty hijack via TIOCSTI ioctl,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer.",HIGH,"['http://www.openwall.com/lists/oss-security/2016/02/27/1', 'http://www.openwall.com/lists/oss-security/2016/02/27/2', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=815922', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-2779']"
CVE-2016-5011,libsmartcols1,2.27.1-6ubuntu3.6,,util-linux: Extended partition loop in MBR partition table leads to DOS,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.,MEDIUM,"['https://git.kernel.org/pub/scm/utils/util-linux/util-linux.git/commit/?id=7164a1c3', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2016-5011', 'http://rhn.redhat.com/errata/RHSA-2016-2605.html', 'http://www-01.ibm.com/support/docview.wss?uid=isg3T1024543', 'http://www-01.ibm.com/support/docview.wss?uid=nas8N1021801', 'http://www.openwall.com/lists/oss-security/2016/07/11/2', 'http://www.securityfocus.com/bid/91683', 'http://www.securitytracker.com/id/1036272']"
CVE-2018-20839,libsystemd0,229-4ubuntu21.21,,systemd: mishandling of the current keyboard mode check leading to passwords being disclosed in cleartext to attacker,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled.",MEDIUM,"['http://www.securityfocus.com/bid/108389', 'https://bugs.launchpad.net/ubuntu/+source/systemd/+bug/1803993', 'https://github.com/systemd/systemd/commit/9725f1a10f80f5e0ae7d9b60547458622aeb322f', 'https://github.com/systemd/systemd/pull/12378', 'https://security.netapp.com/advisory/ntap-20190530-0002/']"
CVE-2018-16888,libsystemd0,229-4ubuntu21.21,,systemd: kills privileged process if unprivileged PIDFile was tampered,"It was discovered systemd does not correctly check the content of PIDFile files before using it to kill processes. When a service is run from an unprivileged user (e.g. User field set in the service file), a local attacker who is able to write to the PIDFile of the mentioned service may use this flaw to trick systemd into killing other services and/or privileged processes. Versions before v237 are vulnerable.",LOW,"['https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2018-16888', 'https://security.netapp.com/advisory/ntap-20190307-0007/', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-16888']"
CVE-2017-10685,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow caused by format string vulnerability in fmt_entry function,"In ncurses 6.0, there is a format string vulnerability in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10685', 'https://bugzilla.redhat.com/show_bug.cgi?id=1464692', 'https://security.gentoo.org/glsa/201804-13']"
CVE-2017-10684,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Stack-based buffer overflow in fmt_entry function in dump_entry.c,"In ncurses 6.0, there is a stack-based buffer overflow in the fmt_entry function. A crafted input will lead to a remote arbitrary code execution attack.",HIGH,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464687', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-10684']"
CVE-2017-11112,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in append_acs function,"In ncurses 6.0, there is an attempted 0xffffffffffffffff access in the append_acs function of tinfo/parse_entry.c. It could lead to a remote denial of service attack if the terminfo library code is used to process untrusted terminfo data.",MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1464686', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-11112']"
CVE-2017-13732,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function dump_uses(),There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484287', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13732']"
CVE-2017-13730,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the function _nc_read_entry_source(),There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.,MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13730', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484284']"
CVE-2017-13729,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Illegal address access in the _nc_save_str function,There is an illegal address access in the _nc_save_str function in alloc_entry.c in ncurses 6.0. It will lead to a remote denial of service attack.,MEDIUM,"['https://bugzilla.redhat.com/show_bug.cgi?id=1484276', 'https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13729']"
CVE-2017-13728,libtinfo5,6.0+20160213-1ubuntu1,,ncurses: Infinite loop in the next_char function,"There is an infinite loop in the next_char function in comp_scan.c in ncurses 6.0, related to libtic. A crafted input will lead to a remote denial of service attack.",MEDIUM,"['https://security.gentoo.org/glsa/201804-13', 'https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-13728', 'https://bugzilla.redhat.com/show_bug.cgi?id=1484274']"
